Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
215123,15/2/26 17:40:24,0.500,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.368,μmol/L,24.244,°C,1009.000,hPa,Humid,0,1,,0,24.325,104303,308819.05,63.74,2500.00,#N/A
215131,15/2/26 17:40:26,0.534,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.242,μmol/L,24.262,°C,1009.000,hPa,Humid,0,1,,0,24.326,104313,308815.16,63.74,2500.00,#N/A
215139,15/2/26 17:40:28,0.567,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.159,μmol/L,24.256,°C,1009.000,hPa,Humid,0,1,,0,24.332,104320,308813.24,63.74,2500.00,#N/A
215147,15/2/26 17:40:30,0.600,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.360,μmol/L,24.232,°C,1009.000,hPa,Humid,0,1,,0,24.329,104331,308810.91,63.74,2500.00,#N/A
215155,15/2/26 17:40:32,0.633,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.048,μmol/L,24.268,°C,1009.000,hPa,Humid,0,1,,0,24.334,104341,308813.49,63.74,2500.00,#N/A
215163,15/2/26 17:40:34,0.666,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.190,μmol/L,24.244,°C,1009.000,hPa,Humid,0,1,,0,24.334,104345,308798.05,63.74,2500.00,#N/A
215171,15/2/26 17:40:36,0.700,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.075,μmol/L,24.250,°C,1009.000,hPa,Humid,0,1,,0,24.338,104357,308816.97,63.74,2500.00,#N/A
215179,15/2/26 17:40:38,0.733,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.929,μmol/L,24.268,°C,1009.000,hPa,Humid,0,1,,0,24.340,104370,308815.27,63.74,2500.00,#N/A
215187,15/2/26 17:40:40,0.767,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.091,μmol/L,24.244,°C,1009.000,hPa,Humid,0,1,,0,24.339,104371,308803.13,63.74,2500.00,#N/A
215195,15/2/26 17:40:42,0.800,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.000,μmol/L,24.256,°C,1009.000,hPa,Humid,0,1,,0,24.340,104379,308818.25,63.74,2500.00,#N/A
215203,15/2/26 17:40:44,0.834,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.921,μmol/L,24.256,°C,1009.000,hPa,Humid,0,1,,0,24.344,104387,308803.79,63.74,2500.00,#N/A
215211,15/2/26 17:40:46,0.867,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,223.023,μmol/L,24.232,°C,1009.000,hPa,Humid,0,1,,0,24.346,104406,308821.00,63.74,2500.00,#N/A
215219,15/2/26 17:40:48,0.900,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.988,μmol/L,24.238,°C,1009.000,hPa,Humid,0,1,,0,24.346,104406,308809.40,63.74,2500.00,#N/A
215227,15/2/26 17:40:50,0.934,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.984,μmol/L,24.232,°C,1009.000,hPa,Humid,0,1,,0,24.348,104419,308804.40,63.74,2500.00,#N/A
215235,15/2/26 17:40:52,0.967,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.743,μmol/L,24.256,°C,1009.000,hPa,Humid,0,1,,0,24.353,104414,308808.61,63.74,2500.00,#N/A
215243,15/2/26 17:40:54,1.000,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.759,μmol/L,24.250,°C,1009.000,hPa,Humid,0,1,,0,24.354,104423,308818.16,63.74,2500.00,#N/A
215251,15/2/26 17:40:56,1.033,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.739,μmol/L,24.250,°C,1009.000,hPa,Humid,0,1,,0,24.355,104431,308799.27,63.74,2500.00,#N/A
215259,15/2/26 17:40:58,1.066,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.775,μmol/L,24.244,°C,1009.000,hPa,Humid,0,1,,0,24.355,104449,308819.53,63.74,2500.00,#N/A
215267,15/2/26 17:41:00,1.100,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.731,μmol/L,24.238,°C,1009.000,hPa,Humid,0,1,,0,24.359,104454,308814.96,63.74,2500.00,#N/A
215275,15/2/26 17:41:02,1.133,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.853,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.360,104456,308811.16,63.74,2500.00,#N/A
215285,15/2/26 17:41:04,1.167,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.641,μmol/L,24.250,°C,1009.000,hPa,Humid,0,1,,0,24.360,104465,308817.44,63.74,2500.00,#N/A
215291,15/2/26 17:41:06,1.200,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.707,μmol/L,24.232,°C,1009.000,hPa,Humid,0,1,,0,24.362,104475,308826.44,63.74,2500.00,#N/A
215299,15/2/26 17:41:08,1.234,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.648,μmol/L,24.232,°C,1009.000,hPa,Humid,0,1,,0,24.365,104481,308814.72,63.74,2500.00,#N/A
215307,15/2/26 17:41:10,1.267,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.644,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.367,104495,308819.76,63.74,2500.00,#N/A
215316,15/2/26 17:41:12,1.300,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.624,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.368,104503,308817.12,63.74,2500.00,#N/A
215323,15/2/26 17:41:14,1.333,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.444,μmol/L,24.250,°C,1009.000,hPa,Humid,0,1,,0,24.370,104506,308823.81,63.74,2500.00,#N/A
215331,15/2/26 17:41:16,1.366,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.565,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.371,104517,308812.02,63.74,2500.00,#N/A
215339,15/2/26 17:41:18,1.400,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.455,μmol/L,24.238,°C,1009.000,hPa,Humid,0,1,,0,24.373,104529,308794.83,63.74,2500.00,#N/A
215347,15/2/26 17:41:20,1.433,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.400,μmol/L,24.244,°C,1009.000,hPa,Humid,0,1,,0,24.374,104534,308797.92,63.74,2500.00,#N/A
215356,15/2/26 17:41:22,1.467,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.337,μmol/L,24.238,°C,1009.000,hPa,Humid,0,1,,0,24.379,104538,308809.53,63.74,2500.00,#N/A
215363,15/2/26 17:41:24,1.500,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.423,μmol/L,24.219,°C,1009.000,hPa,Humid,0,1,,0,24.380,104547,308782.90,63.74,2500.00,#N/A
215371,15/2/26 17:41:26,1.533,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.408,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.379,104554,308800.20,63.74,2500.00,#N/A
215379,15/2/26 17:41:28,1.567,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.238,μmol/L,24.238,°C,1009.000,hPa,Humid,0,1,,0,24.384,104567,308786.18,63.74,2500.00,#N/A
215387,15/2/26 17:41:30,1.600,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.439,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.381,104568,308779.51,63.74,2500.00,#N/A
215395,15/2/26 17:41:32,1.634,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.309,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.384,104582,308789.57,63.74,2500.00,#N/A
215403,15/2/26 17:41:34,1.667,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.305,μmol/L,24.219,°C,1009.000,hPa,Humid,0,1,,0,24.386,104589,308788.79,63.74,2500.00,#N/A
215411,15/2/26 17:41:36,1.700,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.266,μmol/L,24.219,°C,1009.000,hPa,Humid,0,1,,0,24.388,104595,308796.49,63.74,2500.00,#N/A
215419,15/2/26 17:41:38,1.733,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.152,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.392,104609,308800.03,63.74,2500.00,#N/A
215427,15/2/26 17:41:40,1.766,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.152,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.392,104613,308808.21,63.74,2500.00,#N/A
215436,15/2/26 17:41:42,1.800,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.132,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.393,104630,308814.87,63.74,2500.00,#N/A
215443,15/2/26 17:41:44,1.833,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.183,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.394,104637,308803.17,63.74,2500.00,#N/A
215451,15/2/26 17:41:46,1.867,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.265,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.397,104641,308802.83,63.74,2500.00,#N/A
215459,15/2/26 17:41:48,1.900,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,222.144,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.396,104652,308797.75,63.74,2500.00,#N/A
215467,15/2/26 17:41:50,1.934,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.931,μmol/L,24.219,°C,1009.000,hPa,Humid,0,1,,0,24.405,104672,308794.26,63.74,2500.00,#N/A
215475,15/2/26 17:41:52,1.967,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.931,μmol/L,24.219,°C,1009.000,hPa,Humid,0,1,,0,24.405,104676,308808.94,63.74,2500.00,#N/A
215483,15/2/26 17:41:54,2.000,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.951,μmol/L,24.219,°C,1009.000,hPa,Humid,0,1,,0,24.404,104680,308791.47,63.74,2500.00,#N/A
215491,15/2/26 17:41:56,2.033,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.947,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.406,104688,308796.36,63.74,2500.00,#N/A
215500,15/2/26 17:41:58,2.067,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.908,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.408,104699,308813.20,63.74,2500.00,#N/A
215507,15/2/26 17:42:00,2.100,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.794,μmol/L,24.219,°C,1009.000,hPa,Humid,0,1,,0,24.412,104706,308803.09,63.74,2500.00,#N/A
215515,15/2/26 17:42:02,2.133,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.845,μmol/L,24.207,°C,1009.000,hPa,Humid,0,1,,0,24.413,104716,308798.83,63.74,2500.00,#N/A
215525,15/2/26 17:42:04,2.167,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.829,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.412,104719,308792.61,63.74,2500.00,#N/A
215531,15/2/26 17:42:06,2.200,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.790,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.414,104725,308791.83,63.74,2500.00,#N/A
215540,15/2/26 17:42:08,2.234,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.652,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.421,104728,308794.78,63.74,2500.00,#N/A
215547,15/2/26 17:42:10,2.267,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.692,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.419,104742,308794.88,63.74,2500.00,#N/A
215555,15/2/26 17:42:12,2.300,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.668,μmol/L,24.207,°C,1009.000,hPa,Humid,0,1,,0,24.422,104754,308797.80,63.74,2500.00,#N/A
215564,15/2/26 17:42:14,2.333,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.707,μmol/L,24.207,°C,1009.000,hPa,Humid,0,1,,0,24.420,104766,308799.76,63.74,2500.00,#N/A
215571,15/2/26 17:42:16,2.366,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.648,μmol/L,24.207,°C,1009.000,hPa,Humid,0,1,,0,24.423,104767,308798.06,63.74,2500.00,#N/A
215580,15/2/26 17:42:18,2.400,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.535,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.427,104774,308791.31,63.74,2500.00,#N/A
215587,15/2/26 17:42:20,2.433,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.511,μmol/L,24.207,°C,1009.000,hPa,Humid,0,1,,0,24.430,104780,308790.50,63.74,2500.00,#N/A
215595,15/2/26 17:42:22,2.467,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.425,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.429,104798,308783.50,63.74,2500.00,#N/A
215603,15/2/26 17:42:24,2.500,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.386,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.431,104799,308791.17,63.74,2500.00,#N/A
215611,15/2/26 17:42:26,2.534,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.303,μmol/L,24.219,°C,1009.000,hPa,Humid,0,1,,0,24.437,104810,308785.26,63.74,2500.00,#N/A
215621,15/2/26 17:42:28,2.567,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.327,μmol/L,24.225,°C,1009.000,hPa,Humid,0,1,,0,24.434,104817,308789.97,63.74,2500.00,#N/A
215627,15/2/26 17:42:30,2.600,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.299,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.439,104820,308785.84,63.74,2500.00,#N/A
215637,15/2/26 17:42:32,2.634,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.276,μmol/L,24.207,°C,1009.000,hPa,Humid,0,1,,0,24.442,104832,308799.09,63.74,2500.00,#N/A
215643,15/2/26 17:42:34,2.667,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.299,μmol/L,24.213,°C,1009.000,hPa,Humid,0,1,,0,24.439,104848,308797.81,63.74,2500.00,#N/A
215651,15/2/26 17:42:36,2.700,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.350,μmol/L,24.201,°C,1009.000,hPa,Humid,0,1,,0,24.440,104850,308775.57,63.74,2500.00,#N/A
215659,15/2/26 17:42:38,2.733,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.237,μmol/L,24.207,°C,1009.000,hPa,Humid,0,1,,0,24.444,104858,308799.88,63.74,2500.00,#N/A
215667,15/2/26 17:42:40,2.766,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.178,μmol/L,24.207,°C,1009.000,hPa,Humid,0,1,,0,24.447,104862,308772.19,63.74,2500.00,#N/A
215676,15/2/26 17:42:42,2.800,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.205,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.451,104870,308779.21,63.74,2500.00,#N/A
215683,15/2/26 17:42:44,2.833,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.370,μmol/L,24.170,°C,1009.000,hPa,Humid,0,1,,0,24.448,104886,308793.53,63.74,2500.00,#N/A
215691,15/2/26 17:42:46,2.867,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.276,μmol/L,24.177,°C,1009.000,hPa,Humid,0,1,,0,24.451,104894,308780.72,63.74,2500.00,#N/A
215699,15/2/26 17:42:48,2.900,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.127,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.455,104897,308774.63,63.74,2500.00,#N/A
215707,15/2/26 17:42:50,2.934,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.084,μmol/L,24.183,°C,1009.000,hPa,Humid,0,1,,0,24.459,104913,308789.74,63.74,2500.00,#N/A
215715,15/2/26 17:42:52,2.966,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.088,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.457,104918,308757.66,63.74,2500.00,#N/A
215725,15/2/26 17:42:54,3.000,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.139,μmol/L,24.177,°C,1009.000,hPa,Humid,0,1,,0,24.458,104924,308767.79,63.74,2500.00,#N/A
215731,15/2/26 17:42:56,3.033,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.971,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.463,104935,308773.13,63.74,2500.00,#N/A
215740,15/2/26 17:42:58,3.067,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,221.025,μmol/L,24.183,°C,1009.000,hPa,Humid,0,1,,0,24.462,104937,308768.12,63.74,2500.00,#N/A
215747,15/2/26 17:43:00,3.100,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.873,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.468,104949,308777.33,63.74,2500.00,#N/A
215755,15/2/26 17:43:02,3.133,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.928,μmol/L,24.183,°C,1009.000,hPa,Humid,0,1,,0,24.467,104954,308777.06,63.74,2500.00,#N/A
215765,15/2/26 17:43:04,3.167,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.982,μmol/L,24.177,°C,1009.000,hPa,Humid,0,1,,0,24.466,104961,308771.73,63.74,2500.00,#N/A
215771,15/2/26 17:43:06,3.200,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.978,μmol/L,24.170,°C,1009.000,hPa,Humid,0,1,,0,24.468,104971,308770.67,63.74,2500.00,#N/A
215779,15/2/26 17:43:08,3.233,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.791,μmol/L,24.183,°C,1009.000,hPa,Humid,0,1,,0,24.474,104979,308765.45,63.74,2500.00,#N/A
215787,15/2/26 17:43:10,3.267,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.701,μmol/L,24.195,°C,1009.000,hPa,Humid,0,1,,0,24.475,104986,308774.71,63.74,2500.00,#N/A
215795,15/2/26 17:43:12,3.300,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.678,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.478,105002,308775.31,63.74,2500.00,#N/A
215803,15/2/26 17:43:14,3.333,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.787,μmol/L,24.177,°C,1009.000,hPa,Humid,0,1,,0,24.476,105012,308771.31,63.74,2500.00,#N/A
215811,15/2/26 17:43:16,3.367,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.678,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.478,105018,308780.32,63.74,2500.00,#N/A
215819,15/2/26 17:43:18,3.400,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.584,μmol/L,24.195,°C,1009.000,hPa,Humid,0,1,,0,24.481,105022,308771.43,63.74,2500.00,#N/A
215828,15/2/26 17:43:20,3.434,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.529,μmol/L,24.201,°C,1009.000,hPa,Humid,0,1,,0,24.482,105032,308775.31,63.74,2500.00,#N/A
215835,15/2/26 17:43:22,3.467,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.615,μmol/L,24.183,°C,1009.000,hPa,Humid,0,1,,0,24.483,105037,308777.34,63.74,2500.00,#N/A
215843,15/2/26 17:43:24,3.500,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.510,μmol/L,24.201,°C,1009.000,hPa,Humid,0,1,,0,24.483,105052,308786.60,63.74,2500.00,#N/A
215851,15/2/26 17:43:26,3.533,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.568,μmol/L,24.170,°C,1009.000,hPa,Humid,0,1,,0,24.489,105065,308787.57,63.74,2500.00,#N/A
215860,15/2/26 17:43:28,3.567,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.533,μmol/L,24.177,°C,1009.000,hPa,Humid,0,1,,0,24.489,105066,308774.43,63.74,2500.00,#N/A
215867,15/2/26 17:43:30,3.600,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.483,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.488,105084,308797.93,63.74,2500.00,#N/A
215875,15/2/26 17:43:32,3.634,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.389,μmol/L,24.195,°C,1009.000,hPa,Humid,0,1,,0,24.491,105088,308781.21,63.74,2500.00,#N/A
215883,15/2/26 17:43:34,3.667,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.529,μmol/L,24.170,°C,1009.000,hPa,Humid,0,1,,0,24.491,105094,308784.99,63.74,2500.00,#N/A
215891,15/2/26 17:43:36,3.700,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.377,μmol/L,24.177,°C,1009.000,hPa,Humid,0,1,,0,24.497,105098,308783.31,63.74,2500.00,#N/A
215899,15/2/26 17:43:38,3.733,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.377,μmol/L,24.177,°C,1009.000,hPa,Humid,0,1,,0,24.497,105107,308780.34,63.74,2500.00,#N/A
215908,15/2/26 17:43:40,3.767,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.292,μmol/L,24.195,°C,1009.000,hPa,Humid,0,1,,0,24.496,105113,308771.16,63.74,2500.00,#N/A
215915,15/2/26 17:43:42,3.800,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.319,μmol/L,24.177,°C,1009.000,hPa,Humid,0,1,,0,24.500,105124,308777.81,63.74,2500.00,#N/A
215923,15/2/26 17:43:44,3.834,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.276,μmol/L,24.170,°C,1009.000,hPa,Humid,0,1,,0,24.504,105128,308774.31,63.74,2500.00,#N/A
215931,15/2/26 17:43:46,3.866,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.210,μmol/L,24.189,°C,1009.000,hPa,Humid,0,1,,0,24.502,105141,308767.54,63.74,2500.00,#N/A
215939,15/2/26 17:43:48,3.900,OXY_CH6 (PSt7-10),15/2/26 16:42:41,BECORAL,220.128,μmol/L,24.183,°C,1009.000,hPa,Humid,0,1,,0,24.508,105143,308771.90,63.74,2500.00,#N/A
